"runnerUri","fullname","time","rank","nationality","nationalityCode","index","ageGroup","gender"
"2271119.carl.hultin","Carl HULTIN","18:14:04",14,"Sweden","SE",,"20-34","H"
"4200868.joacim.holmen","Joacim HOLMEN","18:28:22",15,"Sweden","SE",,"35-39","H"
"4195050.stefan.ohman","Stefan ÖHMAN (Stefan OHMAN)","18:28:27",16,"Sweden","SE",,"45-49","H"
"343851.tommy.enryd","Tommy ENRYD","18:35:08",17,"Sweden","SE",,"55-59","H"
"5329402.erik.anderssonpekula","Erik ANDERSSON PEKULA","18:47:39",18,"Sweden","SE",,"20-34","H"
"5329404.magnus.selling","Magnus SELLING","18:57:45",19,"Sweden","SE",,"35-39","H"
"1036421.marcus.wangel","Marcus WANGEL","19:18:40",20,"Sweden","SE",,"35-39","H"
"1087715.mikael.nyman","Mikael NYMAN","19:23:07",21,"Sweden","SE",,"50-54","H"
"2115183.ulf.gustafsson","Ulf GUSTAFSSON","19:35:40",22,"Sweden","SE",,"50-54","H"
"3189869.martin.mettavainio","Martin METTÄVAINIO","19:35:40",22,"Sweden","SE",,"40-44","H"
"19155.magnus.hjelmer","Magnus HJELMER","19:35:40",22,"Sweden","SE",,"40-44","H"
"532624.dan.valitalo","Dan VÄLITALO","19:38:42",25,"Sweden","SE",,"50-54","H"
"4445132.simon.johansson","Simon JOHANSSON","05:38:01",1,"Sweden","SE",,"20-34","H"
"4193547.johanna.agran","Johanna ÅGRAN (Johanna AGRAN)","06:04:24",2,"Sweden","SE",,"20-34","F"
"5295850.magnus.berg","Magnus BERG","06:09:54",3,"Sweden","SE",,"40-44","H"
"5295852.manfred.hellstrom","Manfred HELLSTRÖM","06:25:28",4,"Sweden","SE",,"20-34","H"
"551601.henrik.pilvinge","Henrik PILVINGE","06:25:59",5,"Sweden","SE",,"45-49","H"
"5295854.lukas.borgemo","Lukas BORGEMO","06:31:52",6,"Sweden","SE",,"35-39","H"
"1632155.linnea.krainer","Linnea KRAINER","06:42:10",7,"Sweden","SE",,"20-34","F"
"4193407.alexander.hedlund","Alexander HEDLUND","06:43:00",8,"Sweden","SE",,"20-34","H"
"5063419.magnus.bilock","Magnus BILOCK","06:50:13",9,"Sweden","SE",,"35-39","H"
"5295856.axel.stenkula","Axel STENKULA","06:53:36",10,"Sweden","SE",,"35-39","H"
"884269.peter.steiner","Peter STEINER","06:55:37",11,"Sweden","SE",,"55-59","H"
"4692514.fredrik.persson","Fredrik PERSSON","07:19:47",12,"Sweden","SE",,"40-44","H"
"5295858.oskar.stromberg","Oskar STRÖMBERG","07:24:23",13,"Sweden","SE",,"20-34","H"
"1450385.niklas.blomgren","Niklas BLOMGREN","07:25:23",14,"Sweden","SE",,"40-44","H"
"5295860.martin.mork","Martin MÖRK","07:30:34",15,"Sweden","SE",,"40-44","H"
"3387165.daniel.holmberg","Daniel HOLMBERG","07:33:24",16,"Sweden","SE",,"40-44","H"
"1634495.lydia.kahn","Lydia KAHN","07:33:36",17,"Sweden","SE",,"45-49","F"
"4700782.viktor.karlsson","Viktor KARLSSON","07:41:05",18,"Sweden","SE",,"35-39","H"
"3323939.mattias.vesterberg","Mattias VESTERBERG","07:41:29",19,"Sweden","SE",,"35-39","H"
"5295862.odin.bonnemaison","Odin BONNEMAISON","07:46:08",20,"Sweden","SE",,"20-34","H"
"2111005.annakarin.hammar","Anna-Karin HAMMAR","07:49:07",21,"Sweden","SE",,"50-54","F"
"662164.anders.danielsson","Anders DANIELSSON","07:52:04",22,"Sweden","SE",,"45-49","H"
"4195056.jimhannes.fredriksson","Jim Hannes FREDRIKSSON","07:52:40",23,"Sweden","SE",,"20-34","H"
"2110931.maria.eliasson","Maria ELIASSON","07:53:45",24,"Sweden","SE",,"45-49","F"
"2110981.peter.berglund","Peter BERGLUND","07:57:40",25,"Sweden","SE",,"35-39","H"
"360912.johan.lantz","Johan LANTZ","06:08:12",1,"Sweden","SE",,"20-34","H"
"5313170.anton.gustafsson","Anton GUSTAFSSON","06:09:18",2,"Sweden","SE",,"20-34","H"
"689972.viktor.stenqvist","Viktor STENQVIST","06:27:00",3,"Sweden","SE",,"35-39","H"
"44953.niklas.sjoblom","Niklas SJÖBLOM","06:46:47",4,"Sweden","SE",,"35-39","H"
"1003151.simon.bloss","Simon BLOSS","07:12:12",5,"Sweden","SE",,"20-34","H"
"5313172.jakob.klasen","Jakob KLASÉN","07:14:22",6,"Sweden","SE",,"20-34","H"
"29593.fritjof.fagerlund","Fritjof FAGERLUND","07:14:52",7,"Sweden","SE",,"45-49","H"
"1087605.conny.svahn","Conny SVAHN","07:17:28",8,"Sweden","SE",,"45-49","H"
"496499.tobias.johansson","Tobias JOHANSSON","07:19:56",9,"Sweden","SE",,"35-39","H"
"4198327.erik.olofsson","Erik OLOFSSON","07:23:12",10,"Sweden","SE",,"40-44","H"
"4002838.rasmus.nilsson","Rasmus NILSSON","07:27:09",11,"Sweden","SE",,"20-34","H"
"4301440.bill.oster","Bill ÖSTER (Bill OSTER)","07:27:11",12,"Sweden","SE",,"20-34","H"
"20093.johan.isaksson","Johan ISAKSSON","07:27:29",13,"Sweden","SE",,"40-44","H"
"1619603.elin.hartelius","Elin HARTELIUS","07:31:58",14,"Sweden","SE",,"40-44","F"
"696459.johan.forsstedt","Johan FORSSTEDT","07:49:15",15,"Sweden","SE",,"40-44","H"
"3342247.patrik.sodergren","Patrik SODERGREN","07:51:25",16,"Sweden","SE",,"40-44","H"
"3976348.hanna.aho","Hanna AHO","07:52:38",17,"Sweden","SE",,"20-34","F"
"2111069.zara.lundgren","Zara LUNDGREN","07:52:47",18,"Sweden","SE",,"35-39","F"
"4227669.petra.klevmar","Petra KLEVMAR","07:57:29",19,"Sweden","SE",,"55-59","F"
"46706.mikael.naslund","Mikael NASLUND","07:57:37",20,"Sweden","SE",,"45-49","H"
"4379208.matilda.gend","Matilda GEND","08:00:39",21,"Sweden","SE",,"20-34","F"
"5065577.fredrik.alfredsson","Fredrik ALFREDSSON","08:00:51",22,"Sweden","SE",,"40-44","H"
"3342579.malin.barrulf","Malin BARRULF","08:05:00",23,"Sweden","SE",,"20-34","F"
"1243141.christian.malmstrom","Christian MALMSTROM","08:06:04",24,"Sweden","SE",,"40-44","H"
"3377491.jorgen.balogh","Jörgen BALOGH","08:06:39",25,"Sweden","SE",,"50-54","H"
"5340324.gustav.arvidsson","Gustav ARVIDSSON","04:22:45",1,"Sweden","SE",,"40-44","H"
"5340326.daniel.apler","Daniel APLER","04:27:45",2,"Sweden","SE",,"20-34","H"
"4900974.olivier.robelin","Olivier ROBELIN","04:28:14",3,"France","FR",,"20-34","H"
"4213090.christopher.salwey","Christopher SALWEY","04:46:40",4,"Sweden","SE",,"35-39","H"
"1295735.emma.bergflo","Emma BERGFLO","04:51:36",5,"Sweden","SE",,"35-39","F"
"5340330.oscar.larsen","Oscar LARSEN","05:00:22",6,"Sweden","SE",,"20-34","H"
"4347002.enric.pujol","Enric PUJOL","05:02:20",7,"Switzerland","CH",,"35-39","H"
"696362.anders.bjork","Anders BJÖRK","05:03:58",8,"Sweden","SE",,"45-49","H"
"4582930.gustav.henriksson","Gustav HENRIKSSON","05:16:04",9,"Finland","FI",,"50-54","H"
"4002955.anton.boman","Anton BOMAN","05:17:29",10,"Sweden","SE",,"20-34","H"
"2194099.tanja.grach","Tanja GRACH","05:19:52",11,"Sweden","SE",,"50-54","F"
"4292432.eric.wahlstrom","Eric WAHLSTRÖM","05:20:00",12,"Sweden","SE",,"20-34","H"
"4715820.axel.ohman","Axel ÖHMAN (Axel OHMAN)","05:22:06",13,"Sweden","SE",,"20-34","H"
"2169493.marlene.wahlqvist","Marlene WAHLQVIST","05:23:38",14,"Sweden","SE",,"40-44","F"
"1632585.john.rosen","John ROSÉN","05:25:21",15,"Sweden","SE",,"40-44","H"
"3394613.jonas.alfthan","Jonas ALFTHAN","05:27:52",16,"Sweden","SE",,"40-44","H"
"532655.marcus.widenfors","Marcus WIDENFORS","05:28:34",17,"Sweden","SE",,"45-49","H"
"410790.ola.lindeloef","Ola LINDELOEF","05:29:34",18,"Sweden","SE",,"55-59","H"
"1110897.saralena.stolt","Sara-Lena STOLT","05:29:47",19,"Sweden","SE",,"50-54","F"
"5340334.helene.malmgren","Helene MALMGREN","05:29:47",19,"Sweden","SE",,"40-44","F"
"1353545.anneli.dahlin","Anneli DAHLIN","05:39:46",21,"Sweden","SE",,"45-49","F"
"4715866.magnus.elmquist","Magnus ELMQUIST","05:40:05",22,"Sweden","SE",,"45-49","H"
"5340336.hannes.hejdeback","Hannes HEJDEBÄCK","05:40:30",23,"Sweden","SE",,"20-34","H"
"5340338.dominic.hoben","Dominic HOBEN","05:42:57",24,"Sweden","SE",,"40-44","H"
"4715828.joakim.bjelkas","Joakim BJELKÅS","05:44:20",25,"Sweden","SE",,"50-54","H"
"1843259.magnus.linde","Magnus LINDE","14:28:00",1,"Sweden","SE",,"40-44","H"
"3585605.marcus.norrman","Marcus NORRMAN","16:53:00",2,"Sweden","SE",,"20-34","H"
"3342189.emil.brunell","Emil BRUNELL","17:28:00",3,"Sweden","SE",,"20-34","H"
"3977477.linda.wiese","Linda WIESE","18:07:00",4,"Sweden","SE",,"40-44","F"
"4201806.oscar.andersson","Oscar ANDERSSON","18:10:00",5,"Sweden","SE",,"20-34","H"
"532797.martin.strom","Martin STROM","18:11:00",6,"Sweden","SE",,"40-44","H"
"1960399.kristoffer.eneman","Kristoffer ENEMAN","18:31:00",7,"Sweden","SE",,"40-44","H"
"656000.tony.norendahl","Tony NORENDAHL","19:13:00",8,"Sweden","SE",,"40-44","H"
"5100416.mattias.edlund","Mattias EDLUND","19:27:00",9,"Sweden","SE",,"35-39","H"
"532581.mari.mauland","Mari MAULAND","19:36:00",10,"Norway","NO",,"45-49","F"
"5436926.olle.algotson","Olle ALGOTSON","19:43:00",11,"Sweden","SE",,"20-34","H"
"1858535.staffan.appelgren","Staffan APPELGREN","19:44:00",12,"Sweden","SE",,"55-59","H"
"4135487.emelie.eklof","Emelie EKLÖF","19:49:00",13,"Sweden","SE",,"40-44","F"
"438648.madeleine.wennberg","Madeleine WENNBERG","20:20:00",14,"Sweden","SE",,"35-39","F"
"665357.pal.andersson","Pål ANDERSSON","20:38:00",15,"Sweden","SE",,"45-49","H"
"2519211.anna.andersson","Anna ANDERSSON","20:38:00",15,"Sweden","SE",,"45-49","F"
"4198355.anne.pakisjarvi","Anne PAKISJÄRVI","20:41:00",17,"Sweden","SE",,"40-44","F"
"3377505.martin.wirstrom","Martin WIRSTRÖM","20:59:00",18,"Sweden","SE",,"45-49","H"
"1097387.elliot.froidevaux","Elliot FROIDEVAUX","21:11:00",19,"Switzerland","CH",,"45-49","H"
"4301447.erik.tidestrom","Erik TIDESTROM","21:37:00",20,"Sweden","SE",,"35-39","H"
"5138100.jonas.bergstrom","Jonas BERGSTRÖM","22:14:00",21,"Sweden","SE",,"45-49","H"
"5436928.richard.houses","Richard HOUSES","22:21:00",22,"United Kingdom","GB",,"35-39","H"
"410664.enar.warfvinge","Enar WARFVINGE","22:26:00",23,"Sweden","SE",,"40-44","H"
"437972.peter.mickos","Peter MICKOS","22:26:00",23,"Sweden","SE",,"55-59","H"
"5436930.anders.johnsson","Anders JOHNSSON","23:03:00",25,"Sweden","SE",,"40-44","H"
"551608.patrik.lindegardh","Patrik LINDEGARDH","09:35:51",1,"Sweden","SE",,"40-44","H"
"1003151.simon.bloss","Simon BLOSS","09:44:51",2,"Sweden","SE",,"20-34","H"
"292212.john.lagerskog","John LAGERSKOG","10:08:09",3,"Sweden","SE",,"45-49","H"
"689972.viktor.stenqvist","Viktor STENQVIST","10:22:02",4,"Sweden","SE",,"35-39","H"
"936155.tomas.nordlof","Tomas NORDLÖF","10:24:02",5,"Sweden","SE",,"35-39","H"
"2307549.johannes.ridefelt","Johannes RIDEFELT","10:34:31",6,"Sweden","SE",,"20-34","H"
"1036611.erik.anfaelt","Erik ANFAELT","10:40:35",7,"Sweden","SE",,"45-49","H"
"4823314.hugo.dahlberg","Hugo DAHLBERG","11:10:45",8,"Sweden","SE",,"20-34","H"
"831586.dennis.kallerteg","Dennis KALLERTEG","11:16:11",9,"Sweden","SE",,"20-34","H"
"4062003.ken.peeters","Ken PEETERS","11:21:59",10,"Belgium","BE",,"35-39","H"
"1036639.erik.janssonpalmer","Erik JANSSON-PALMER","11:27:21",11,"Sweden","SE",,"20-34","H"
"551602.bjorn.moren","Björn MOREN","11:55:15",12,"Sweden","SE",,"35-39","H"
"3976348.hanna.aho","Hanna AHO","12:10:02",13,"Sweden","SE",,"20-34","F"
"655746.lina.elkotthelander","Lina EL KOTT HELANDER","12:20:06",14,"Sweden","SE",,"20-34","F"
"2111073.pontus.wallin","Pontus WALLIN","12:28:07",15,"Sweden","SE",,"20-34","H"
"4173021.thommie.forsberg","Thommie FORSBERG","12:38:26",16,"Sweden","SE",,"35-39","H"
"1553615.marcus.rodrejakobsson","Marcus RODRE JAKOBSSON","12:39:27",17,"Sweden","SE",,"40-44","H"
"321149.andreas.noren","Andreas NOREN","12:43:19",18,"Sweden","SE",,"50-54","H"
"508293.thomas.jonsson","Thomas JONSSON","12:43:40",19,"Sweden","SE",,"55-59","H"
"5439866.emil.aberg","Emil ÅBERG (Emil ABERG)","12:49:38",20,"Sweden","SE",,"20-34","H"
"5439868.jakob.andersson","Jakob ANDERSSON","12:53:22",21,"Sweden","SE",,"20-34","H"
"4121612.daniel.squires","Daniel SQUIRES","12:53:38",22,"Australia","AU",,"20-34","H"
"3184195.olle.larsson","Olle LARSSON","12:53:59",23,"Sweden","SE",,"35-39","H"
"4301430.andreas.johansson","Andreas JOHANSSON","13:05:00",24,"Sweden","SE",,"35-39","H"
"1858573.sofia.nordin","Sofia NORDIN","13:11:27",25,"Sweden","SE",,"20-34","F"
"1858663.bjorn.persson","Björn PERSSON","58:30:00",1,"Sweden","SE",,"35-39","H"
"37046.sandra.lundqvist","Sandra LUNDQVIST","61:38:00",2,"Sweden","SE",,"45-49","F"
"4292393.jakob.imberg","Jakob IMBERG","63:12:00",3,"Sweden","SE",,"20-34","H"
"508478.fredrik.angel","Fredrik ANGEL","65:52:00",4,"Sweden","SE",,"45-49","H"
"5061757.simon.osterlinlamont","Simon OSTERLIN LA MONT","67:35:00",5,"Sweden","SE",,"40-44","H"
"380166.rasmus.westergrenstenemo","Rasmus WESTERGREN-STENEMO","68:14:00",6,"Sweden","SE",,"40-44","H"
"2257685.peter.schroder","Peter SCHRÖDER","70:48:00",7,"Sweden","SE",,"45-49","H"
"298026.georg.kirsch","Georg KIRSCH","73:42:00",8,"Germany","DE",,"20-34","H"
"1057231.nina.eibring","Nina EIBRING","79:02:00",9,"Sweden","SE",,"50-54","F"
"4253268.kasper.tonnvik","Kasper TONNVIK",,,"Sweden","SE",,"20-34","H"
"2457287.oscar.sjolander","Oscar SJÖLANDER",,,"Sweden","SE",,"50-54","H"
"508403.rickard.mollerstrom","Rickard MÖLLERSTRÖM",,,"Sweden","SE",,"45-49","H"
"5070725.andreas.lundgren","Andreas LUNDGREN",,,"Sweden","SE",,"40-44","H"
"811479.mattias.johansson","Mattias JOHANSSON",,,"Sweden","SE",,"40-44","H"
"665874.mikael.hedman","Mikael HEDMAN",,,"Sweden","SE",,"45-49","H"
"2210701.zung.brohed","Zung BROHED",,,"Sweden","SE",,"50-54","H"
"861684.malou.bjornslatt","Malou BJÖRNSLÄTT",,,"Sweden","SE",,"55-59","F"
"4193958.daniel.berglund","Daniel BERGLUND",,,"Sweden","SE",,"55-59","H"
"4301440.bill.oster","Bill ÖSTER (Bill OSTER)","07:49:20",1,"Sweden","SE",,"20-34","H"
"2519221.charlie.bergstrom","Charlie BERGSTRÖM","08:06:33",2,"Sweden","SE",,"20-34","H"
"1843275.daniel.cefalk","Daniel CEFALK","09:43:04",3,"Sweden","SE",,"45-49","H"
"2211257.johannes.wingerlang","Johannes WINGER-LANG","10:15:37",4,"Sweden","SE",,"20-34","H"
"5147385.per.johansson","Per JOHANSSON","10:31:55",5,"Sweden","SE",,"40-44","H"
"675574.dina.bohm","Dina BÖHM","11:04:51",6,"Germany","DE",,"50-54","F"
"4379206.tapani.kela","Tapani KELA","13:44:05",7,"Sweden","SE",,"45-49","H"
"4416452.sofie.alzen","Sofie ALZÉN","13:44:30",8,"Sweden","SE",,"40-44","F"
"2346873.ola.haggstrom","Ola HÄGGSTRÖM","13:44:30",9,"Sweden","SE",,"45-49","H"
"5071775.mikael.andersson","Mikael ANDERSSON",,,"Sweden","SE",,"20-34","H"
"2986925.simon.froeh","Simon FROEH","04:54:43",1,"Sweden","SE",,"35-39","H"
"5100428.lukas.lindman","Lukas LINDMAN","05:05:35",2,"Sweden","SE",,"20-34","H"
"2576501.linus.fellman","Linus FELLMAN","05:17:48",3,"Finland","FI",,"20-34","H"
"1559861.matteo.rossi","Matteo ROSSI","06:08:32",4,"Italy","IT",,"45-49","H"
"3249327.emma.lindberg","Emma LINDBERG","06:18:04",5,"Sweden","SE",,"40-44","F"
"587245.niclas.gallentoft","Niclas GÄLLENTOFT","06:23:59",6,"Sweden","SE",,"50-54","H"
"4529036.kent.eriksson","Kent ERIKSSON","06:25:01",7,"Sweden","SE",,"50-54","H"
"3816071.henrik.dahlstrom","Henrik DAHLSTRÖM","06:37:57",8,"Sweden","SE",,"40-44","H"
"5068681.joel.cassel","Joel CASSEL","06:49:19",9,"Sweden","SE",,"40-44","H"
"5524124.ingo.kruck","Ingo KRUCK","06:49:55",10,"Germany","DE",,"50-54","H"
"4301550.karin.forsberg","Karin FORSBERG","06:50:24",11,"Sweden","SE",,"35-39","F"
"861321.tony.andersson","Tony ANDERSSON","07:05:11",12,"Sweden","SE",,"55-59","H"
"2986999.hanna.kronberg","Hanna KRONBERG","07:11:43",13,"Sweden","SE",,"45-49","F"
"532653.charlotta.sjoberg","Charlotta SJOBERG","07:14:48",14,"Sweden","SE",,"50-54","F"
"861475.andreas.berntsson","Andreas BERNTSSON","07:17:31",15,"Sweden","SE",,"45-49","H"
"4253205.gustaf.hagel","Gustaf HAGEL","07:40:53",16,"Sweden","SE",,"35-39","H"
"3816149.nicklas.nordborg","Nicklas NORDBORG","07:44:10",17,"Sweden","SE",,"50-54","H"
"1253681.juliano.sabatke","Juliano SABATKE","07:50:16",18,"Brazil","BR",,"50-54","H"
"5524126.terje.nilstun","Terje NILSTUN","08:05:17",19,"Sweden","SE",,"55-59","H"
"898325.mathias.johansson","Mathias JOHANSSON","08:09:41",20,"Sweden","SE",,"55-59","H"
"861571.roger.svantesson","Roger SVANTESSON","08:31:36",21,"Sweden","SE",,"50-54","H"
,"Anonymous","09:30:40",22,"Sweden","SE",,"50-54","H"
"1620109.anneli.lindberg","Anneli LINDBERG","09:38:59",23,"Sweden","SE",,"55-59","F"
"4863558.fredrik.nilsson","Fredrik NILSSON","09:39:01",24,"Sweden","SE",,"45-49","H"
"5113200.andreas.malmgren","Andreas MALMGREN","09:47:54",25,"Sweden","SE",,"35-39","H"
"4523648.oscar.claesson","Oscar CLAESSON","03:35:42",1,"Sweden","SE",,"20-34","H"
"1861165.antonio.martinezperez","Antonio MARTINEZ PEREZ","03:42:38",2,"Spain","ES",,"20-34","H"
"250156.noah.brautigam","Noah BRAUTIGAM","03:45:40",3,"United States","US",,"20-34","H"
"109970.marten.bostrom","Mårten BOSTROM","03:49:50",4,"Finland","FI",,"40-44","H"
"318833.hector.haines","Hector HAINES","03:51:54",5,"United Kingdom","GB",,"20-34","H"
"2157907.morten.antonsen","Morten ANTONSEN","03:58:37",6,"Norway","NO",,"20-34","H"
"360912.johan.lantz","Johan LANTZ","04:00:50",7,"Sweden","SE",,"20-34","H"
"2346895.axel.svardhagen","Axel SVÄRDHAGEN","04:02:37",8,"Sweden","SE",,"20-34","H"
"422972.elov.olsson","Elov OLSSON","04:14:47",9,"Sweden","SE",,"20-34","H"
"2111075.johanna.gelfgren","Johanna GELFGREN","04:20:44",10,"Sweden","SE",,"20-34","F"
"3342149.emil.olsson","Emil OLSSON","04:20:57",11,"Sweden","SE",,"20-34","H"
"4700648.sebastian.agerhall","Sebastian AGERHÄLL","04:22:40",12,"Sweden","SE",,"20-34","H"
"4195046.marten.vann","Mårten VÄNN","04:23:59",13,"Sweden","SE",,"20-34","H"
"1616141.patrick.stangbye","Patrick STANGBYE","04:25:27",14,"Norway","NO",,"20-34","H"
"4193526.molle.olson","Molle OLSON","04:26:09",15,"Sweden","SE",,"20-34","H"
"4194384.eleanor.davis","Eleanor DAVIS","04:31:39",16,"United Kingdom","GB",,"20-34","F"
"3387133.marten.areskoug","Mårten ARESKOUG","04:31:48",17,"Sweden","SE",,"45-49","H"
"2307523.johanna.astroem","Johanna ASTROEM","04:33:27",18,"Sweden","SE",,"20-34","F"
"4700644.jan.karlsson","Jan KARLSSON","04:34:40",19,"Sweden","SE",,"50-54","H"
"4445132.simon.johansson","Simon JOHANSSON","04:34:40",20,"Sweden","SE",,"20-34","H"
"1634375.stefan.ehrin","Stefan EHRIN","04:37:30",21,"Sweden","SE",,"35-39","H"
"1036613.niclas.sjogren","Niclas SJÖGREN","04:39:51",22,"Sweden","SE",,"50-54","H"
"5327266.ingeborgtreu.roe","Ingeborg Treu RØE","04:42:53",23,"Norway","NO",,"20-34","F"
"691699.martin.svahn","Martin SVAHN","04:45:47",24,"Sweden","SE",,"55-59","H"
"4002796.simon.ostling","Simon ÖSTLING (Simon OSTLING)","04:49:45",25,"Sweden","SE",,"45-49","H"
"492280.per.forsman","Per FORSMAN","20:50:00",1,"Sweden","SE",,"50-54","H"
"1016489.tobias.backgard","Tobias BACKGÅRD","21:11:00",2,"Sweden","SE",,"45-49","H"
"4193726.linnea.bjerding","Linnea BJERDING","23:33:00",3,"Sweden","SE",,"35-39","F"
"2234333.roger.kjellsson","Roger KJELLSSON","23:33:00",4,"Sweden","SE",,"50-54","H"
"574217.joakim.rostlund","Joakim RÖSTLUND","23:48:00",5,"Norway","NO",,"40-44","H"
"4487694.magnus.svensson","Magnus SVENSSON","24:32:00",6,"Sweden","SE",,"50-54","H"
"5679644.viktor.ahl","Viktor AHL","26:39:00",7,"Sweden","SE",,"20-34","H"
"4106829.carolina.hoij","Carolina HÖIJ","27:11:00",8,"Sweden","SE",,"45-49","F"
"4000313.johnny.svensson","Johnny SVENSSON","28:22:00",9,"Sweden","SE",,"50-54","H"
"4372026.william.lindh","William LINDH","28:24:00",10,"Sweden","SE",,"45-49","H"
"3277833.ragnar.bergvik","Ragnar BERGVIK","28:25:00",11,"Sweden","SE",,"40-44","H"
"1634567.andreas.claesson","Andreas CLAESSON","28:25:00",12,"Sweden","SE",,"45-49","H"
"5238159.jonathan.johansson","Jonathan JOHANSSON","28:37:00",13,"Sweden","SE",,"20-34","H"
"4416416.filip.krantz","Filip KRANTZ","28:40:00",14,"Sweden","SE",,"40-44","H"
"4193458.jenny.eriksson","Jenny ERIKSSON","34:45:00",15,"Sweden","SE",,"50-54","F"
"4193361.jens.eriksson","Jens ERIKSSON","34:46:00",16,"Sweden","SE",,"55-59","H"
"1630639.theresia.johansson","Theresia JOHANSSON",,,"Sweden","SE",,"20-34","F"
"1630617.arvid.johansson","Arvid JOHANSSON",,,"Sweden","SE",,"20-34","H"
"4253071.marcus.sjostrom","Marcus SJÖSTRÖM",,,"Sweden","SE",,"20-34","H"
"5679648.fredrick.leeohlsson","Fredrick LEE-OHLSSON",,,"Sweden","SE",,"40-44","H"
"5679646.tobbe.josefsson","Tobbe JOSEFSSON",,,"Sweden","SE",,"50-54","H"
"4379174.mattias.karlsson","Mattias KARLSSON","11:59:00",1,"Sweden","SE",,"45-49","H"
"5679634.andreas.ohrn","Andreas ÖHRN (Andreas OHRN)","12:37:00",2,"Sweden","SE",,"45-49","H"
"5679636.marcus.larsson","Marcus LARSSON","12:39:00",3,"Sweden","SE",,"40-44","H"
"2576461.robert.aronica","Robert ARONICA","13:10:00",4,"Sweden","SE",,"45-49","H"
"2221601.peter.lofquist","Peter LÖFQUIST","13:44:00",5,"Sweden","SE",,"20-34","H"
"4416398.ken.gullberg","Ken GULLBERG","13:52:00",6,"Sweden","SE",,"50-54","H"
"3609503.angelica.andersson","Angelica ANDERSSON","14:19:00",7,"Sweden","SE",,"35-39","F"
"4681950.jonas.hakansson","Jonas HAKANSSON","14:34:00",8,"Sweden","SE",,"20-34","H"
"1135795.mikael.svalstrand","Mikael SVALSTRAND","15:41:00",9,"Sweden","SE",,"55-59","H"
"4445154.pelle.widmark","Pelle WIDMARK","15:43:00",10,"Sweden","SE",,"50-54","H"
"2211089.martin.nordlund","Martin NORDLUND","16:11:00",11,"Sweden","SE",,"40-44","H"
"4201152.magnus.karlsson","Magnus KARLSSON","16:29:00",12,"Sweden","SE",,"35-39","H"
"1356237.jonas.ludvigsson","Jonas LUDVIGSSON","16:40:00",13,"Sweden","SE",,"45-49","H"
"1243117.niklas.haggstrom","Niklas HÄGGSTRÖM","17:14:00",14,"Sweden","SE",,"45-49","H"
"4681152.julia.forsberg","Julia FORSBERG","17:59:00",15,"Sweden","SE",,"40-44","F"
"5679638.linus.karlsson","Linus KARLSSON","18:30:00",16,"Sweden","SE",,"35-39","H"
"1858637.jorgen.reppling","Jörgen REPPLING","18:45:00",17,"Sweden","SE",,"55-59","H"
"5679640.martin.asenius","Martin ÅSENIUS (Martin ASENIUS)","19:11:00",18,"Sweden","SE",,"20-34","H"
"4682120.anton.jansson","Anton JANSSON","19:11:00",19,"Sweden","SE",,"20-34","H"
"5679642.dennis.ragard","Dennis RÅGÅRD","21:52:00",20,"Sweden","SE",,"20-34","H"
"691673.tom.johnson","Tom JOHNSON",,,"Sweden","SE",,"55-59","H"
"2346903.jens.andertoft","Jens ANDERTOFT",,,"Sweden","SE",,"50-54","H"
"2439841.jonas.eklof","Jonas EKLÖF","31:56:01",1,"Sweden","SE",,"45-49","H"
"360505.henrik.lowemark","Henrik LOWEMARK","36:21:45",2,"Sweden","SE",,"45-49","H"
"861313.christer.karlsson","Christer KARLSSON","39:27:19",3,"Sweden","SE",,"50-54","H"
"1111089.daniel.baath","Daniel BÅÅTH","39:57:41",4,"Sweden","SE",,"45-49","H"
"1960313.ulrik.nilsson","Ulrik NILSSON","41:28:25",5,"Sweden","SE",,"50-54","H"
"1016487.peter.jordow","Peter JORDOW","41:28:25",5,"Sweden","SE",,"45-49","H"
"410664.enar.warfvinge","Enar WARFVINGE","43:50:30",7,"Sweden","SE",,"40-44","H"
"1097387.elliot.froidevaux","Elliot FROIDEVAUX","43:50:30",7,"Switzerland","CH",,"45-49","H"
"3461357.stefan.hemstrom","Stefan HEMSTRÖM","46:36:55",9,"Sweden","SE",,"55-59","H"
